run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_gemini_20260729T150444184264,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics AI news today'"
v0_B_base_gemini_20260729T150444184264,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T150444184264,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_gemini_20260729T150444184264,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T150444184264,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI latest news'; topic: expected 'news', got None"
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152345834808,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,ConnectError: [WinError 10013] An attempt was made to access a socket in a way forbidden by its access permissions
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 56.229670882s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '56s'}]}}"
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 55.559282156s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '55s'}]}}"
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 54.859955151s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '54s'}]}}"
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T152818925363,v1,v1+p56630fdcc92b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260729T153116045600,v2,v2+p56630fdcc92b+tbcb2af09bada,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T153558053416,v3,v3+p56630fdcc92b+tab7ec03e42e3,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154000301004,v3,v3+pb7c1ecbb0666+tab7ec03e42e3,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T154328788910,v3,v3+p0fb21459738b+tab7ec03e42e3,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
